id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,eliminator,method,umpire1,umpire2
1359525,Ahmedabad,2023-05-07,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",0,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,Gujarat Titans,runs,56,N,NA,AK Chaudhary,A Nand Kishore
1359526,Jaipur,2023-05-07,GD Phillips,"Sawai Mansingh Stadium, Jaipur",0,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad,wickets,4,N,NA,Nitin Menon,Vinod Seshan
1359527,Kolkata,2023-05-08,AD Russell,"Eden Gardens, Kolkata",0,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,Kolkata Knight Riders,wickets,5,N,NA,A Totre,J Madanagopal
1359528,Mumbai,2023-05-09,SA Yadav,"Wankhede Stadium, Mumbai",0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6,N,NA,HAS Khalid,VK Sharma
1359529,Chennai,2023-05-10,RA Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai",0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,runs,27,N,NA,CB Gaffaney,NA Patwardhan
1359530,Kolkata,2023-05-11,YBK Jaiswal,"Eden Gardens, Kolkata",0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,9,N,NA,RJ Tucker,MV Saidharshan Kumar
1359531,Mumbai,2023-05-12,SA Yadav,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,Mumbai Indians,runs,27,N,NA,Nitin Menon,Tapan Sharma
1359532,Hyderabad,2023-05-13,PN Mankad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,Lucknow Super Giants,wickets,7,N,NA,A Totre,J Madanagopal
1359533,Delhi,2023-05-13,P Simran Singh,"Arun Jaitley Stadium, Delhi",0,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Punjab Kings,runs,31,N,NA,CB Gaffaney,NA Patwardhan
1359534,Jaipur,2023-05-14,WD Parnell,"Sawai Mansingh Stadium, Jaipur",0,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,112,N,NA,KN Ananthapadmanabhan,Navdeep Singh
1359535,Chennai,2023-05-14,RK Singh,"MA Chidambaram Stadium, Chepauk, Chennai",0,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,6,N,NA,Tapan Sharma,Vinod Seshan
1359536,Ahmedabad,2023-05-15,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",0,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Gujarat Titans,runs,34,N,NA,J Madanagopal,UV Gandhe
1359537,Lucknow,2023-05-16,MP Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,runs,5,N,NA,AK Chaudhary,A Nand Kishore
1359538,Dharamsala,2023-05-17,RR Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",0,Delhi Capitals,Punjab Kings,Punjab Kings,field,Delhi Capitals,runs,15,N,NA,KN Ananthapadmanabhan,MV Saidharshan Kumar
1359539,Hyderabad,2023-05-18,V Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,8,N,NA,BNJ Oxenford,VK Sharma
1359540,Dharamsala,2023-05-19,D Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",0,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,4,N,NA,A Nand Kishore,RJ Tucker
1359541,Delhi,2023-05-20,RD Gaikwad,"Arun Jaitley Stadium, Delhi",0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,runs,77,N,NA,CB Gaffaney,NA Patwardhan
1359542,Kolkata,2023-05-20,N Pooran,"Eden Gardens, Kolkata",0,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,Lucknow Super Giants,runs,1,N,NA,J Madanagopal,UV Gandhe
1359543,Mumbai,2023-05-21,C Green,"Wankhede Stadium, Mumbai",0,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8,N,NA,KN Ananthapadmanabhan,RJ Tucker
1359544,Bengaluru,2023-05-21,Shubman Gill,"M Chinnaswamy Stadium, Bengaluru",0,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,6,N,NA,Nitin Menon,VK Sharma
1370350,Chennai,2023-05-23,RD Gaikwad,"MA Chidambaram Stadium, Chepauk, Chennai",0,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Chennai Super Kings,runs,15,N,NA,AK Chaudhary,CB Gaffaney
1370351,Chennai,2023-05-24,Akash Madhwal,"MA Chidambaram Stadium, Chepauk, Chennai",0,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,bat,Mumbai Indians,runs,81,N,NA,BNJ Oxenford,VK Sharma
1370352,Ahmedabad,2023-05-26,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",0,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Gujarat Titans,runs,62,N,NA,Nitin Menon,RJ Tucker
1370353,Ahmedabad,2023-05-29,DP Conway,"Narendra Modi Stadium, Ahmedabad",0,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,5,N,D/L,Nitin Menon,RJ Tucker
1422119,Chennai,2024-03-22,Mustafizur Rahman,"MA Chidambaram Stadium, Chepauk, Chennai",0,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,bat,Chennai Super Kings,wickets,6,N,NA,HAS Khalid,VK Sharma
1422120,Mohali,2024-03-23,SM Curran,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",0,Delhi Capitals,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,4,N,NA,J Madanagopal,NA Patwardhan
1422121,Kolkata,2024-03-23,AD Russell,"Eden Gardens, Kolkata",0,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,runs,4,N,NA,R Pandit,YC Barde
1422122,Jaipur,2024-03-24,SV Samson,"Sawai Mansingh Stadium, Jaipur",0,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,Rajasthan Royals,runs,20,N,NA,A Totre,HDPK Dharmasena
1422123,Ahmedabad,2024-03-24,B Sai Sudharsan,"Narendra Modi Stadium, Ahmedabad",0,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Gujarat Titans,runs,6,N,NA,VA Kulkarni,VK Sharma
1422124,Bengaluru,2024-03-25,V Kohli,"M Chinnaswamy Stadium, Bengaluru",0,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,4,N,NA,AK Chaudhary,MV Saidharshan Kumar
1422125,Chennai,2024-03-26,S Dube,"MA Chidambaram Stadium, Chepauk, Chennai",0,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Chennai Super Kings,runs,63,N,NA,AG Wharf,Tapan Sharma
1422126,Hyderabad,2024-03-27,Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,runs,31,N,NA,KN Ananthapadmanabhan,UV Gandhe
1422127,Jaipur,2024-03-28,R Parag,"Sawai Mansingh Stadium, Jaipur",0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,12,N,NA,A Nand Kishore,Nitin Menon
1422128,Bengaluru,2024-03-29,SP Narine,"M Chinnaswamy Stadium, Bengaluru",0,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7,N,NA,AK Chaudhary,R Pandit
1422129,Lucknow,2024-03-30,MP Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,bat,Lucknow Super Giants,runs,21,N,NA,J Madanagopal,Navdeep Singh
1422130,Ahmedabad,2024-03-31,MM Sharma,"Narendra Modi Stadium, Ahmedabad",0,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,bat,Gujarat Titans,wickets,7,N,NA,HAS Khalid,VK Sharma
1422131,Visakhapatnam,2024-03-31,KK Ahmed,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",0,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Delhi Capitals,runs,20,N,NA,HDPK Dharmasena,Vinod Seshan
1422132,Mumbai,2024-04-01,TA Boult,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6,N,NA,MV Saidharshan Kumar,YC Barde
1422133,Bengaluru,2024-04-02,MP Yadav,"M Chinnaswamy Stadium, Bengaluru",0,Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Lucknow Super Giants,runs,28,N,NA,J Madanagopal,NA Patwardhan
1422134,Visakhapatnam,2024-04-03,SP Narine,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",0,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,106,N,NA,A Totre,UV Gandhe
1422135,Ahmedabad,2024-04-04,Shashank Singh,"Narendra Modi Stadium, Ahmedabad",0,Gujarat Titans,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,3,N,NA,Nitin Menon,VA Kulkarni
1422136,Hyderabad,2024-04-05,Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,6,N,NA,R Pandit,YC Barde
1422137,Jaipur,2024-04-06,JC Buttler,"Sawai Mansingh Stadium, Jaipur",0,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6,N,NA,AG Wharf,Tapan Sharma
1422138,Mumbai,2024-04-07,R Shepherd,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,29,N,NA,HDPK Dharmasena,UV Gandhe
1422139,Lucknow,2024-04-07,Yash Thakur,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,bat,Lucknow Super Giants,runs,33,N,NA,A Nand Kishore,VK Sharma
1426260,Chennai,2024-04-08,RA Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai",0,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,7,N,NA,AK Chaudhary,MV Saidharshan Kumar
1426261,Mohali,2024-04-09,Nithish Kumar Reddy,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",0,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Sunrisers Hyderabad,runs,2,N,NA,Navdeep Singh,NA Patwardhan
1426262,Jaipur,2024-04-10,Rashid Khan,"Sawai Mansingh Stadium, Jaipur",0,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,3,N,NA,HDPK Dharmasena,Vinod Seshan
1426263,Mumbai,2024-04-11,JJ Bumrah,"Wankhede Stadium, Mumbai",0,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,7,N,NA,Nitin Menon,VA Kulkarni
1426264,Lucknow,2024-04-12,Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,Delhi Capitals,wickets,6,N,NA,R Pandit,YC Barde
1426265,Mohali,2024-04-13,SO Hetmyer,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",0,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3,N,NA,AK Chaudhary,Tapan Sharma
1426266,Kolkata,2024-04-14,PD Salt,"Eden Gardens, Kolkata",0,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8,N,NA,A Totre,Vinod Seshan
1426267,Mumbai,2024-04-14,M Pathirana,"Wankhede Stadium, Mumbai",0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,runs,20,N,NA,Nitin Menon,HAS Khalid
1426268,Bengaluru,2024-04-15,TM Head,"M Chinnaswamy Stadium, Bengaluru",0,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Sunrisers Hyderabad,runs,25,N,NA,AK Chaudhary,R Pandit
1426269,Kolkata,2024-04-16,JC Buttler,"Eden Gardens, Kolkata",0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,2,N,NA,MA Gough,UV Gandhe
1426270,Ahmedabad,2024-04-17,RR Pant,"Narendra Modi Stadium, Ahmedabad",0,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6,N,NA,NA Patwardhan,VK Sharma
1426271,Mohali,2024-04-18,JJ Bumrah,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",0,Mumbai Indians,Punjab Kings,Punjab Kings,field,Mumbai Indians,runs,9,N,NA,A Nand Kishore,VA Kulkarni
1426272,Lucknow,2024-04-19,KL Rahul,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,8,N,NA,AK Chaudhary,R Pandit
1426273,Delhi,2024-04-20,TM Head,"Arun Jaitley Stadium, Delhi",0,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad,runs,67,N,NA,J Madanagopal,Navdeep Singh
1426274,Kolkata,2024-04-21,AD Russell,"Eden Gardens, Kolkata",0,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Kolkata Knight Riders,runs,1,N,NA,A Totre,Vinod Seshan
1426275,Mohali,2024-04-21,R Sai Kishore,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",0,Punjab Kings,Gujarat Titans,Punjab Kings,bat,Gujarat Titans,wickets,3,N,NA,A Nand Kishore,VA Kulkarni
1426276,Jaipur,2024-04-22,Sandeep Sharma,"Sawai Mansingh Stadium, Jaipur",0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,wickets,9,N,NA,AK Chaudhary,MV Saidharshan Kumar
1426277,Chennai,2024-04-23,MP Stoinis,"MA Chidambaram Stadium, Chepauk, Chennai",0,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,6,N,NA,NA Patwardhan,Tapan Sharma
1426278,Delhi,2024-04-24,RR Pant,"Arun Jaitley Stadium, Delhi",0,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,Delhi Capitals,runs,4,N,NA,KN Ananthapadmanabhan,UV Gandhe
1426279,Hyderabad,2024-04-25,RM Patidar,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,35,N,NA,Nitin Menon,HAS Khalid
1426280,Kolkata,2024-04-26,JM Bairstow,"Eden Gardens, Kolkata",0,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,8,N,NA,AK Chaudhary,YC Barde
1426281,Delhi,2024-04-27,J Fraser-McGurk,"Arun Jaitley Stadium, Delhi",0,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,runs,10,N,NA,Navdeep Singh,NA Patwardhan
1426282,Lucknow,2024-04-27,SV Samson,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7,N,NA,KN Ananthapadmanabhan,MA Gough
1426283,Ahmedabad,2024-04-28,WG Jacks,"Narendra Modi Stadium, Ahmedabad",0,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,9,N,NA,Nitin Menon,VK Sharma
1426284,Chennai,2024-04-28,RD Gaikwad,"MA Chidambaram Stadium, Chepauk, Chennai",0,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,runs,78,N,NA,R Pandit,MV Saidharshan Kumar
1426285,Kolkata,2024-04-29,CV Varun,"Eden Gardens, Kolkata",0,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,wickets,7,N,NA,Navdeep Singh,Tapan Sharma
1426286,Lucknow,2024-04-30,MP Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,4,N,NA,MA Gough,UV Gandhe
1426287,Chennai,2024-05-01,Harpreet Brar,"MA Chidambaram Stadium, Chepauk, Chennai",0,Chennai Super Kings,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,7,N,NA,HAS Khalid,VK Sharma
1426288,Hyderabad,2024-05-02,B Kumar,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,1,N,NA,AK Chaudhary,YC Barde
1426289,Mumbai,2024-05-03,VR Iyer,"Wankhede Stadium, Mumbai",0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,runs,24,N,NA,J Madanagopal,Tapan Sharma
1426290,Bengaluru,2024-05-04,Mohammed Siraj,"M Chinnaswamy Stadium, Bengaluru",0,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,4,N,NA,A Totre,Vinod Seshan
1426291,Dharamsala,2024-05-05,RA Jadeja,"Himachal Pradesh Cricket Association Stadium, Dharamsala",0,Chennai Super Kings,Punjab Kings,Punjab Kings,field,Chennai Super Kings,runs,28,N,NA,A Nand Kishore,VA Kulkarni
1426292,Lucknow,2024-05-05,SP Narine,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,field,Kolkata Knight Riders,runs,98,N,NA,MV Saidharshan Kumar,YC Barde
1426293,Mumbai,2024-05-06,SA Yadav,"Wankhede Stadium, Mumbai",0,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,7,N,NA,Navdeep Singh,Tapan Sharma
1426294,Delhi,2024-05-07,Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",0,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals,runs,20,N,NA,KN Ananthapadmanabhan,UV Gandhe
1426295,Hyderabad,2024-05-08,TM Head,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,Sunrisers Hyderabad,wickets,10,N,NA,MV Saidharshan Kumar,YC Barde
1426296,Dharamsala,2024-05-09,V Kohli,"Himachal Pradesh Cricket Association Stadium, Dharamsala",0,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,Royal Challengers Bengaluru,runs,60,N,NA,Nitin Menon,HAS Khalid
1426297,Ahmedabad,2024-05-10,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",0,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,Gujarat Titans,runs,35,N,NA,KN Ananthapadmanabhan,NA Patwardhan
1426298,Kolkata,2024-05-11,CV Varun,"Eden Gardens, Kolkata",0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,runs,18,N,NA,UV Gandhe,Vinod Seshan
1426299,Chennai,2024-05-12,Simarjeet Singh,"MA Chidambaram Stadium, Chepauk, Chennai",0,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,wickets,5,N,NA,R Pandit,YC Barde
1426300,Bengaluru,2024-05-12,C Green,"M Chinnaswamy Stadium, Bengaluru",0,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bengaluru,runs,47,N,NA,A Nand Kishore,VA Kulkarni
1426302,Delhi,2024-05-14,I Sharma,"Arun Jaitley Stadium, Delhi",0,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,Delhi Capitals,runs,19,N,NA,A Totre,Vinod Seshan
1426303,Guwahati,2024-05-15,SM Curran,"Barsapara Cricket Stadium, Guwahati",0,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Punjab Kings,wickets,5,N,NA,R Pandit,MV Saidharshan Kumar
1426305,Mumbai,2024-05-17,N Pooran,"Wankhede Stadium, Mumbai",0,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,runs,18,N,NA,Navdeep Singh,R Pandit
1426306,Bengaluru,2024-05-18,F du Plessis,"M Chinnaswamy Stadium, Bengaluru",0,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bengaluru,runs,27,N,NA,A Totre,KN Ananthapadmanabhan
1426307,Hyderabad,2024-05-19,Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,Sunrisers Hyderabad,wickets,4,N,NA,Nitin Menon,VK Sharma
1426309,Ahmedabad,2024-05-21,MA Starc,"Narendra Modi Stadium, Ahmedabad",0,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,8,N,NA,AK Chaudhary,R Pandit
1426310,Ahmedabad,2024-05-22,R Ashwin,"Narendra Modi Stadium, Ahmedabad",0,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,4,N,NA,KN Ananthapadmanabhan,MV Saidharshan Kumar
1426311,Chennai,2024-05-24,Shahbaz Ahmed,"MA Chidambaram Stadium, Chepauk, Chennai",0,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Sunrisers Hyderabad,runs,36,N,NA,Nitin Menon,VK Sharma
1426312,Chennai,2024-05-26,MA Starc,"MA Chidambaram Stadium, Chepauk, Chennai",0,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,8,N,NA,J Madanagopal,Nitin Menon
